no,project_name,gg_address,province,district,lat,lon
2478,The Breeze Bangsaray,"Unnamed Road, Bang Sare, Sattahip District, Chon Buri 20250泰國",Chonburi,Sattahip,12.76009093,100.8834107
2479,The Breeze Hua Hin,"GX6G+J5J Soi Ao Hua Don Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110泰國",Prachuap Khiri Khan,Hua Hin,12.51158957,99.97538819
2480,The Breeze Narathiwas,"THE BREEZE 198 Naradhiwas Rajanagarindra Rd, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.69632233,100.5446654
2481,The CUBE Urban Sathorn - Chan,"Soi King Chan, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.70573673,100.5145278
2482,The Cabana,"ถ. ริมทางรถไฟปากน้ำ Samrong Nuea, Phra Pradaeng District, Samut Prakan 10130泰國",Samut Prakan,Phra Pradaeng,13.65298297,100.5929343
2483,The Cache Lamlukka Klong 2,"คอนโดเดอะแคช อาคารA1-A6 B1-B4 Lam Luk Ka District, Pathum Thani 12130泰國",Pathum Thani,Lam Luk Ka,13.95716433,100.6432042
2484,The Cache Rama 3 - Samrong,"ต, Phuchao Saming Phray, Samrong Klang, Phra Pradaeng District, Samut Prakan 10130泰國",Samut Prakan,Phra Pradaeng,13.64728023,100.5863671
2485,The Cadogan Private Residence,"77, 77 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74080483,100.57243
2486,The Capital Ekamai - Thonglor,"2898 New Petchaburi Rd, Bang Kapi, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.74389013,100.5870149
2487,The Capital Park Sukhumvit 50,"593 29-41 Soi Sukhumvit 33/1, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Khlong Toei,13.73293407,100.5684082
2488,The Capital Ratchaprarop - Vibhavadi,"99 Thanon Asok - Din Daeng, Samsen Nai, Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.76412517,100.5462167
2489,The Capital Sukhumvit 30/1,"30/1 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72651313,100.5733873
2490,The Castell Khao Kho,"Khaem Son, Khao Kho District, Phetchabun 67280泰國",Phetchabun,Khao Kho,16.78387557,101.0232981
2491,The Center Condominium,"808 หมู่ 6 Khu Khot, Lam Luk Ka District, Pathum Thani 12130泰國",Pathum Thani,Lam Luk Ka,13.95973617,100.6240489
2492,The Centro Condo Bangsaen,"Bangsaen Sai 4 Nuea, Saen Suk, Chon Buri District, Chon Buri 20000泰國",Chonburi,Mueang Chonburi,13.29002063,100.9283144
2493,The Change Relax,"2439+5Q8, Ban Ko, Mueang Nakhon Ratchasima District, Nakhon Ratchasima 30000泰國",Nakhon Ratchasima,Mueang Nakhon Ratchasima,15.00292233,102.1194556
2494,The Change Smart Value,"X4V7+G7X, Tambon Nai Mueang, Mueang Nakhon Ratchasima District, Nakhon Ratchasima 30000泰國",Nakhon Ratchasima,Mueang Nakhon Ratchasima,14.99387113,102.1132424
2495,The Chezz Metro Life,"333/1 Soi Paniadchang 9-10 (Soi U-May) Pattaya Klang Road Nongprue, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.93596133,100.8970507
2496,The Classy Ratchadaphisek 19,"275 ลาดพร้าว 26 ลาดพร้าว Chom Phon, Chatuchak, Bangkok, 泰國",Bangkok,Chatuchak,13.80139017,100.5722884
2497,The Clev Riverline Chaophraya - Wongsawang,"306 เลี่ยงเมืองนนทบุรี 8 Tambon Suan Yai, Amphoe Mueang Nonthaburi, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.82349953,100.5040703
2498,The Cliff,"445 115 Kasetsin 3 Alley, ตำบล หนองปรือ Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.92151757,100.8624482
2499,The Cloud,"Phra Tamnak, Muang Pattaya, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.92176953,100.8621094
2500,The Clover Thonglor,"PHMM+RW6, Soi Thong Lo 18, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73452493,100.5847529
2501,The Club House Residence,"378/531 Moo 12, Kasetsin Soi 2, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.92201423,100.8623139
2502,The Coast Condominium,"3888 Sukhumvit Road, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.67137853,100.6056043
2503,The Collect Ratchada 32,"89 Ratchadaphisek 36 Alley, Lane 19-1, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81967023,100.5813591
2504,The Collection,"146 Soi Sukhumvit 16, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.73090443,100.5603467
2505,The Color Living Condominium,"2222 Thepharak Rd, Thepharak, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.62506563,100.6300102
2506,The Colory Vivid,"11 Pracha Rat Bamphen 6 Alley, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.77762393,100.5763752
2507,The Column Ratchaphruk,"RCQX+QJG, Bang Krang, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.83944353,100.4490725
2508,The Complete Narathiwat,"302 Chan 16 Alley, Lane 4, Thung Wat Don, Sathon, Bangkok 10120泰國",Bangkok,Yan Nawa,13.70897457,100.5329959
2509,The Complete Rajprarop,"18 Ratchaprarop Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.76080483,100.5415904
2510,The Concord,"Khlong Toei Nuea, 宛他那縣曼谷 10110泰國",Bangkok,Watthana,13.74424183,100.5584125
2511,The Connexion,"ซอย 8 Tambon Bang Kraso, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.86152727,100.5123711
2512,The Connexion 2,"17 The Connexion2 Condo Rattanathibet Rd, เมือง Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.85852813,100.511167
2513,The Courtyard Khaoyai,"477 Thanaratch Rd, Mu Si, Pak Chong District, Nakhon Ratchasima 30130泰國",Nakhon Ratchasima,Pak Chong,14.53521523,101.3851082
2514,The Courtyard Rayong,"25 ถนนเลียบชายหาดแสงจันทร์, ปากน้ำ, เมือง, Rayong 21000泰國",Rayong,Mueang Rayong,12.66333853,101.2464211
2515,The Cove,"700 หมู่ที่ 5 ถนน Pattaya-Na Kluea Rd, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.95675717,100.88423
2516,The Crest Park Residences,"1198 Phahonyothin Road, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81405283,100.5607252
2517,The Crest Phaholyothin 11,"88 Soi Phahon Yothin 11, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78825763,100.5427138
2518,The Crest Ruamrudee,"ซอย ร่วมฤดี 2 เพลินจิต Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73691863,100.5508412
2519,The Crest Santora huahin,"JX73+QMV, Hua Hin 7 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110泰國",Prachuap Khiri Khan,Hua Hin,12.61449803,99.95418033
2520,The Crest Sukhumvit 24,"59 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72922743,100.5660732
2521,The Crest Sukhumvit 34,"778 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Watthana,13.72518133,100.5766518
2522,The Crest Sukhumvit 49,ถ.สุขุมวิท 49 Bangkok 10110泰國,Bangkok,Watthana,13.73039893,100.5769125
2523,The Crystal Bliss @ Rattanathibet,"746 Rewadee Road, Tambon Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.85795263,100.4958278
2524,The Crystal Condo,"VG48+6X3, Soi Rewadee 1, Tambon Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.85550267,100.5174214
2525,The Cube Boutique Ramintra 109,"Min Buri, Bangkok 10510泰國",Bangkok,Min Buri,13.81535483,100.6989612
2526,The Cube Chaengwattana,"126/101 ซอย แจ้งวัฒนะ 10 (เบญจมิตร) Chaeng Watthana Rd, Thung Song Hong, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si,13.88944583,100.5769304
2527,The Cube Nawamin - Ramintra,"116 Nawamin Rd, Ram Inthra, Khan Na Yao, Bangkok 10230泰國",Bangkok,Bueng Kum,13.83486317,100.660705
2528,The Cube North Chaengwattana 12,"112 Chaeng Watthana Rd, Thung Song Hong, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si,13.89417144,100.5629189
2529,The Cube Plus Chaengwattana,"234, 174 Chaeng Watthana 10 Alley, Lane 3, Thung Song Hong, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si,13.88898473,100.5768969
2530,The Cube Plus Minburi,"RP79+7MW, Sihaburanukit Rd, Min Buri, Bangkok 10510泰國",Bangkok,Min Buri,13.81324683,100.7192091
2531,The Cube Plus Phaholyothin 56,"Soi Phahon Yothin 56, Sai Mai, Bangkok 10220泰國",Bangkok,Sai Mai,13.93424547,100.6282407
2532,The Cube Pracha Uthit,"1 ประชาอุทิศ Rat Burana, Bangkok 10140泰國",Bangkok,Rat Burana,13.65497403,100.4992373
2533,The Cube Premium Ramintra 34,"คอนโดเดอะคิวบ์ พรีเมียม, 46 ซอย รามอินทรา 34 Tha Raeng, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.84879727,100.6365637
2534,The Cube Premium Ratchada 32,"24/11 Soi Ratchadaphisek 36 Yaek 19, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81723643,100.5800123
2535,The Cube Ramkhamhaeng,"QJ7V+GJ6, Ramkhamhaeng 89/2 Alley, Hua Mak, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.76378223,100.6440293
2536,The Cube Station Ramintra 109,"RM8X+2CR, Min Buri, Bangkok 10510泰國",Bangkok,Min Buri,13.81511663,100.698527
2537,The Deck Patong,"The Deck Condominium, Ratuthitsongroipi Rd, Pa Tong, Kathu, Phuket 83150泰國",Phuket,Kathu,7.902763032,98.30238363
2538,The Destiny Exclusive Condominium,"CRXH+5QM, Chan Uthit Rd, Nai Mueang, Mueang Khon Kaen District, Khon Kaen 40000泰國",Khon Kaen,Mueang Khon Kaen,16.44797083,102.8294358
2539,The Diamond Nawa Nakhon-Taladthai,"Thep Kunchon 2, Khlong Nueng, Khlong Luang District, Pathum Thani 12120泰國",Pathum Thani,Khlong Luang,14.12379607,100.6311241
2540,The Diplomat 39,"7 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73144483,100.5706853
2541,The Diplomat Sathorn,"158 N Sathon Rd, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.71984373,100.5220431
2542,The ESSE Asoke,"333 Soi Sukhumvit 21, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74314203,100.5617267
2543,The East Ville Bangsaen,"7WV7+CRJ, Bang Saen Sai 2 Soi 12, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.29358503,100.9145126
2544,The Editor Saphan Khwai,"1555 Phahonyothin Road, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.79413023,100.5494911
2545,The Eight Condominium,"43, 137 Rajuthit Soi 17/3 Rd, Tambon Hat Yai, Hat Yai District, Songkhla 90110泰國",Songkhla,Hat Yai,7.006658832,100.4586866
2546,The Elegant Ladprao 1,"99 ลาดพร้าว ซอย 1 Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81428853,100.5656112
2547,The Embassy Pattaya,"WWJ2+X2J, Central Pattaya Rd, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.93246957,100.9000148
2548,The Empire Place,"88 Naradhiwas Rajanagarindra Road, Sub-district, Yan Nawa, District Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71924483,100.5309874
2549,The Empire Tower Pattaya,"VVQM+RV8, Muang Pattaya, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.88954443,100.8846877
2550,The Emporio Place,"93 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72298543,100.567092
2551,The Energy Hua Hin,"QX39+3WW, Cha-am, Cha-am District, Phetchaburi, 泰國",Phetchaburi,Cha-am,12.75274797,99.96981869
2552,The Erawan,"เลขที่ 178 Loi Kroh Rd, Tambon Chang Moi, Mueang Chiang Mai District, Chang Wat Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.78389173,99.00243583
2553,The Escape Sukhumvit 101/1,1073 Sukhumvit 101/1 Road บางจาก พระโขนง Bangkok 10260泰國,Bangkok,Phra Khanong,13.68768763,100.6347084
2554,The Esse at Singha Complex,"1788 New Petchaburi Rd, Bang Kapi, Huai Khwang, Bangkok 10310泰國",Bangkok,Watthana,13.74842553,100.5644365
2555,The Estate @ Thapra,"81 Soi Charan Sanitwong 6, Wat Tha Phra, Bangkok Yai, Bangkok 10600泰國",Bangkok,Bangkok Yai,13.73531693,100.4719287
2556,The Estelle Phrom Phong,"131 Soi Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72857883,100.5711141
2557,The Excel Bearing,"37 Lasalle 19 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66161657,100.611345
2558,The Excel Groove,"Sukhumvit 105 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.65791043,100.6348
2559,The Excel Hideaway,"106 Lasalle 11 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66440163,100.6089889
2560,The Excel Hideaway Sukhumvit 50,"Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.70612503,100.5910483
2561,The Excel Hideaway Sukhumvit 71,"Phra Khanong Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.71683073,100.6008138
2562,The Excel Hybrid,"20 Lasalle 8 Alley, Bangna, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66027553,100.6059218
2563,The Excel Khukhot,"15/4 Lam Luk Ka Rd, Khu Khot, Lam Luk Ka District, Pathum Thani 12130泰國",Pathum Thani,Lam Luk Ka,13.94760413,100.64268
2564,The Excel Ladprao - Sutthisan,"Lat Phrao 62 Alley, Wang Thonglang, Krung Thep Maha Nakhon 10240泰國",Bangkok,Wang Thonglang,13.79154193,100.5921838
2565,The Excel Parc,"37 Lasalle 19 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66161543,100.6113463
2566,The Excel Ratchada 18,"20 Mithuna Alley, Lane 21, Khwaeng Huai Khwang, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.78218563,100.5824364
2567,The Excel Udomsuk,"udomsuk 29 Alley Khwaeng Bang Chak, Bang Na, Bangkok 10260泰國",Bangkok,Phra Khanong,13.67957383,100.6243006
2568,The Exclusive Sky,"6/126 Kamala, Kathu Phuket 83150泰國",Phuket,Kathu,7.931509432,98.27800073
2569,The Executive Regent,"238 Thanon Nang Linchi, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.70539533,100.5440486
2570,The FINE Bangkok Thonglor - Ekamai,"Ekkamai 12 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73061553,100.5873535
2571,The Fah Aree,"21 Ari 4 Alley, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78248853,100.5423734
2572,The Feelture Pattaya,"Na, จอมเทียน 4 Pattaya City, Sattahip District, Chon Buri 20150泰國",Chonburi,Sattahip,12.86316233,100.9045031
2573,The Fifth Avenue Ratchada - Wongsawang,"Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.83983043,100.5143856
2574,The Fine @ River,"70, 80 Soi Charoen Nakhon 17, Bang Lamphu Lang, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.71769223,100.5084297
2575,The Fine by Fine Home Ari 4 - Paholyothin,"45 ซอย พหลโยธิน 7 Ari 4 Alley, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78103093,100.5411487
2576,The Focus Condominium,"Pracha Samran Rd, ในเมือง Mueang Khon Kaen District, Khon Kaen 40000泰國",Khon Kaen,Mueang Khon Kaen,16.42888753,102.8281306
2577,The Fore Condominium Chiangmai,"1 Suan Dok Rd 5, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.78480483,98.96864543
2578,The Forest Chaengwattana,"WG62+6WQ, Soi Ban Chaeng Watthana, Tambon Pak Kret, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.91058273,100.5023499
2579,The Four Wings Residence,"335 Srinakarin Rd, Khwaeng Hua Mak, Khet Bang Kapi, Bangkok 10240泰國",Bangkok,Bang Kapi,13.75426023,100.6473484
2580,The Future Condo,"70 chaofa west rd, 泰國",Phuket,Mueang Phuket,7.875277632,98.36395553
2581,The Gallery Bearing,"6 Bearing Rd, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.65736767,100.6040827
2582,The Gallery Condominium,"VVWF+7CP ถนน เลียบหาดจอมเทียน ซอย 8 ตำบลหนองปรือ Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.89570963,100.8735873
2583,The Garden Condo,"48G7+RFR, Tambon Makham Tia, Mueang Surat Thani District, Surat Thani 84000泰國",Surat Thani,Mueang Surat Thani,9.127107232,99.31363173
2584,The Geo Gardin,"88 ถนน ร.พ.ช. Lak Hok, Mueang Pathum Thani District, Pathum Thani 12000泰國",Pathum Thani,Mueang Pathum Thani,13.95703303,100.5788001
2585,The Golden Master,"15 Vibhavadi Rangsit 16/27 Alley, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.79711363,100.5700445
2586,The Gorilla Condo,"528 หมู่ 3 Nong Kham, Si Racha District, Chon Buri 20110泰國",Chonburi,Si Racha,13.14676583,101.0146314
2587,The Grand AD Jomtien Beach,"555/1465 หมู่ที่ 12 Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.89251153,100.8777731
2588,The Grand Condo,"ถนน รัตนาธิเบศร์ บางกระสอ Mueang Nonthaburi District, Nonthaburi 11000泰國",Bangkok,Pathum Wan,13.86368617,100.49806
2589,The Grand Condo @ Ubon,"29 Chayangkun Rd, ตำบล ในเมือง Mueang Ubon Ratchathani District, Ubon Ratchathani 34000泰國",Ubon Ratchathani,Mueang Ubon Ratchathani,15.26834713,104.8402029
2590,The Grand Jomtien Pattaya Beach,"555/1465 หมู่ที่ 12 Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.89251153,100.8777731
2591,The Grand Regent,"153, 2 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.74172347,100.5410469
2592,The Grass Pattaya,"XV2Q+2FV, Muang Pattaya, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.95011233,100.8886705
2593,The Great Condo,"58 Soi Phet Kasem 48, Bang Duan, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.72108497,100.44106
2594,The Green 2 @ Sukhumvit 101,"Punna Withi 28 Alley, บางจาก Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.69006607,100.618319
2595,The Green 3 @ Sukhumvit 101,"8 Punna Withi 21 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.69201873,100.6141213
2596,The Green City Condo,"San Na Meng, San Sai District, Chiang Mai 50210泰國",Chiang Mai,San Sai,18.84751773,99.05408073
2597,The Green Condominium,"8 Punna Withi 21 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.69201987,100.61412
2598,The Green Glad Bangsaen,"18 20 Bangsaen Sai 4 Nuea, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.29336093,100.9242063
2599,The Green Place,"Bang Na-Trat 32 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66615243,100.6323094
2600,The Green Places,"189/1-2 Supicha Sino Kohkaew 8 Koh Kaew Mueang Phuket District, Phuket 83000泰國",Phuket,Mueang Phuket,7.953574271,98.38300139
2601,The Greenery Bowin,"3465+58V, ถ, ทางหลวงสาย 331, Bo Win, Si Racha District, Chon Buri, 泰國",Chonburi,Si Racha,13.06049303,101.1082883
2602,The Gusto @ Hau Vieng Lampang,"7GR6+CJQ, Hua Wiang, Mueang Lampang District, Lampang 52000泰國",Lampang,Mueang Lampang,18.29109383,99.51159733
2603,The Habitat Sukhumvit 53,"The Habitat Condominium, Sukhumvit Rd., Klong Tan Nuea, Watthana, Bangkok, 10110, 99/3 ซ. พร้อมมิตร Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73316103,100.5781113
2604,The Happiness Condo,"33/11 Soi Kanchanaphisek 39, Dok Mai, Prawet, Bangkok 10250泰國",Bangkok,Prawet,13.68320293,100.7066108
2605,The Harmonest Bang sean,"7WCQ+77J, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.27070923,100.9381342
2606,The Height,"898 Thong Lo Rd, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73736487,100.5838891
2607,The Heritage,"1180 Charoen Krung Rd, Khwaeng Bang Rak, Bang Rak, Bangkok 10500泰國",Bangkok,Khlong Toei,13.72614437,100.51602
2608,The Heritage Suites,"W954+C5C, Kathu, Kathu District, Phuket 83120泰國",Phuket,Kathu,7.908549832,98.35540163
2609,The Hill Park,"9 Moo 1 Klongchonprathan Road Muang, Chiang Mai 50300泰國",Chiang Mai,Mueang Chiang Mai,18.80649973,98.96060823
2610,The Horizon Leamthaen - Bang Saen,"156 ซอย 1 ถนนบางแสนสาย 1 Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.30304223,100.9003671
2611,The Hotel Serviced Condo,"VG74+55G, Bang Krasaw, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.86294493,100.5054413
2612,The Houze Khonkaen,"CRJJ+W97, Sri Chant Rd, Nai Mueang, Mueang Khon Kaen District, Khon Kaen 40000泰國",Khon Kaen,Mueang Khon Kaen,16.43229503,102.8309134
2613,The Hudson Sathorn 7,"131 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.72135723,100.5337262
2614,The IRIS Rama 9 - Srinakarin,"Srinakarin Rd, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.74388303,100.6446395
2615,The Idol Condominium,ถ.บางแสนสาย 4 เหนือ ต.แสนสุข เมือง 20130泰國,Chonburi,Mueang Chonburi,13.29479483,100.9271988
2616,The Indeed Condo Amata,"85 ม.6 Wiboonpracharak Rd, Nong Mai Daeng, Chon Buri District, Chang Wat Chon Buri 20000泰國",Chonburi,Mueang Chonburi,13.41504763,101.0239815
2617,The Indeed Condo Grand Canal,"222 วัดศรีประชาราม บ้านเก่า ซ Ban Kao, Phan Thong District, Chon Buri 20160泰國",Chonburi,Phan Thong,13.45604603,101.0175784
2618,The Infinity,"98 Naradhiwas Rajanagarindra Rd, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72304613,100.5292257
2619,The Isis Condo Khon Kaen,"777 ถนน หน้าเมือง Tambon Nai Mueang, Mueang Khon Kaen District, Khon Kaen 40000泰國",Khon Kaen,Mueang Khon Kaen,16.44117753,102.8219879
2620,The Issara Ladprao,"296 Lat Phrao Rd, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.80908943,100.567859
2621,The Issara Sathorn,"Chan Kao Rd, Khwaeng Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.70939103,100.540439
2622,The Jewel Pratumnak,"WV97+WJC, Muang Pattaya, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.91980353,100.8640129
2623,The Key Chaeng Wattana,"15 Chaeng Watthana Rd, Tambon Khlong Klua, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.89995513,100.5403795
2624,The Key MRT Phetkasem 48,"222 Petchkasem Rd, บางหว้า, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.71599803,100.4461728
2625,The Key Phahonyothin,"98 ต.เสนานิคม, 427 Soi Phahon Yothin 34, Sena Nikhom, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.83644243,100.5799691
2626,The Key Pracha Chuen,"111 Thanon Prachachun, Bang Khen, Muang, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.86585723,100.5466156
2627,The Key Rama 3,"348 Rama III Rd, Bang Khlo, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.68988253,100.5045456
2628,The Key Sathorn - Charoenrat,"ถนน เจริญราษฎร์ Bang Khlo, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.70059793,100.5164461
2629,The Key Sathorn - Ratchapruek,"เดอะ คีย์ สาทร-ราชพฤกษ์ 33 Ratchaphruek Rd, Bang Kho, Chom Thong, Bangkok 10150泰國",Bangkok,Chom Thong,13.71292743,100.4658116
2630,The Key Udomsuk Chaloemphrakiat Rama 9,"1 เฉลิมพระเกียรติ ร. 9 ซอย 6 แยก 2 Nong Bon, Prawet, Bangkok 10250泰國",Bangkok,Prawet,13.67450817,100.653112
2631,The Key Wutthakat,"111 ถนน ริมคลองด่าน Bang Kho, Chom Thong, Bangkok 10150泰國",Bangkok,Thon Buri,13.71410963,100.4682064
2632,The Kith Chaengwattana,"WG56+FH2, Tambon Pak Kret, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.90863493,100.5113818
2633,The Kith Khlong Luang,"Thep Kunchon 2, Khlong Nueng, Khlong Luang District, Pathum Thani 12120泰國",Pathum Thani,Khlong Luang,14.06809903,100.631983
2634,The Kith Lite Bangkadi - Tiwanon,"171 หมู่ 5 ตำบลบางกะดี Mueang Pathum Thani District, Pathum Thani 12000泰國",Pathum Thani,Mueang Pathum Thani,13.98813953,100.5510406
2635,The Kith Lumlukka,"26 Khukot Tambon Khu Khot, Lam Luk Ka District, Pathum Thani 12130泰國",Pathum Thani,Lam Luk Ka,13.93209307,100.6456135
2636,The Kith Plus Nawamin,"41/262 Nawamin Rd, Nuanchan, Bueng Kum, Bangkok 10230泰國",Bangkok,Bueng Kum,13.83526433,100.6571513
